Date,Open,High,Low,Close,Adj Close,Volume
2012-11-08,0.437500,0.437500,0.437500,0.437500,14552333312.000000,0
2012-11-09,0.437500,0.437500,0.437500,0.437500,14552333312.000000,0
2012-11-12,0.437500,0.437500,0.437500,0.437500,14552333312.000000,0
2012-11-13,0.437500,0.437500,0.437500,0.437500,14552333312.000000,0
2012-11-14,0.446600,0.446600,0.446600,0.446600,14855021568.000000,5000
2012-11-15,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-16,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-19,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-20,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-21,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-23,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-26,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-27,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-28,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-29,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-11-30,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-03,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-04,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-05,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-06,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-07,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-10,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-11,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-12,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-13,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-14,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-17,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-18,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-19,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-20,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-21,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-24,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-26,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-27,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-28,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2012-12-31,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-02,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-03,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-04,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-07,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-08,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-09,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-10,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-11,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-14,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-15,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-16,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-17,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-18,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-22,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-23,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-24,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-25,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-28,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-29,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-30,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-01-31,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-01,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-04,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-05,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-06,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-07,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-08,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-11,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-12,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-13,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-14,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-15,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-19,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-20,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-21,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-22,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-25,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-26,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-27,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-02-28,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-01,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-04,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-05,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-06,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-07,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-08,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-11,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-12,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-13,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-14,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-15,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-18,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-19,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-20,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-21,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-22,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-25,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-26,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-27,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-03-28,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-04-01,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-04-02,0.446600,0.446600,0.446600,0.446600,14855021568.000000,0
2013-04-03,0.513800,0.513800,0.513800,0.513800,17090260992.000000,140000
2013-04-04,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-05,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-08,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-09,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-10,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-11,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-12,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-15,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-16,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-17,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-18,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-19,0.513800,0.513800,0.513800,0.513800,17090260992.000000,0
2013-04-22,0.560000,0.560000,0.560000,0.560000,18626988032.000000,13000
2013-04-23,0.560000,0.560000,0.560000,0.560000,18626988032.000000,16000
2013-04-24,0.560000,0.560000,0.560000,0.560000,18626988032.000000,0
2013-04-25,0.560000,0.560000,0.560000,0.560000,18626988032.000000,0
2013-04-26,0.560000,0.560000,0.560000,0.560000,18626988032.000000,0
2013-04-29,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-04-30,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-01,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-02,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-03,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-06,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-07,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-08,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-09,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-10,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-13,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-14,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-15,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-16,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-17,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-20,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-21,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-22,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-23,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-24,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-28,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-29,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-30,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-05-31,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-03,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-04,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-05,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-06,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-07,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-10,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-11,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-12,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-13,0.560000,0.560000,0.560000,0.560000,-52476200.000000,0
2013-06-14,0.472200,0.472200,0.472200,0.472200,-44248680.000000,40000
2013-06-17,0.472200,0.472200,0.472200,0.472200,-44248680.000000,0
2013-06-18,0.472200,0.472200,0.472200,0.472200,-44248680.000000,0
2013-06-19,0.475000,0.475000,0.475000,0.475000,-44511056.000000,11000
2013-06-20,0.475000,0.475000,0.475000,0.475000,-44511056.000000,0
2013-06-21,0.415000,0.415000,0.415000,0.415000,-38888612.000000,56000
2013-06-24,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-06-25,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-06-26,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-06-27,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-06-28,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-01,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-02,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-03,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-05,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-08,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-09,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-10,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-11,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-12,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-15,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-16,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-17,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-18,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-07-19,0.420000,0.420000,0.420000,0.420000,-39357148.000000,72000
2013-07-22,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-07-23,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-07-24,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-07-25,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-07-26,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-07-29,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-07-30,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-07-31,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-08-01,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-08-02,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-08-05,0.420000,0.420000,0.420000,0.420000,-39357148.000000,0
2013-08-06,0.415000,0.415000,0.415000,0.415000,-38888612.000000,28800
2013-08-07,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-08,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-09,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-12,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-13,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-14,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-15,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-16,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-19,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-20,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-21,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-22,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-23,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-26,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-27,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-28,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-29,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-08-30,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-03,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-04,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-05,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-06,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-09,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-10,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-11,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-12,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-13,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-16,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-17,0.415000,0.415000,0.415000,0.415000,-38888612.000000,0
2013-09-18,0.395000,0.400000,0.395000,0.400000,-37483000.000000,1177400
2013-09-19,0.400000,0.400000,0.400000,0.400000,-37483000.000000,0
2013-09-20,0.400000,0.400000,0.400000,0.400000,-37483000.000000,0
2013-09-23,0.400000,0.400000,0.400000,0.400000,-37483000.000000,0
2013-09-24,0.400000,0.400000,0.400000,0.400000,-37483000.000000,0
2013-09-25,0.400000,0.400000,0.400000,0.400000,-37483000.000000,0
2013-09-26,0.415000,0.415000,0.415000,0.415000,-38888612.000000,852000
2013-09-27,0.375000,0.375000,0.375000,0.375000,-35140312.000000,12000
2013-09-30,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-01,0.375000,0.375000,0.375000,0.375000,-35140312.000000,40000
2013-10-02,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-03,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-04,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-07,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-08,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-09,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-10,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-11,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-14,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-15,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-16,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-17,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-18,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-21,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-22,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-23,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-24,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-25,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-28,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-29,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-30,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-10-31,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-01,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-04,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-05,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-06,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-07,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-08,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-11,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-12,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-13,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-14,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2013-11-15,0.340000,0.340000,0.340000,0.340000,-31860552.000000,235600
2013-11-18,0.340000,0.340000,0.340000,0.340000,-31860552.000000,0
2013-11-19,0.350000,0.350000,0.350000,0.350000,-32797622.000000,127800
2013-11-20,0.344500,0.344500,0.344500,0.344500,-32282234.000000,400
2013-11-21,0.320900,0.320900,0.320900,0.320900,-30070738.000000,900000
2013-11-22,0.320900,0.320900,0.320900,0.320900,-30070738.000000,0
2013-11-25,0.320900,0.320900,0.320900,0.320900,-30070738.000000,0
2013-11-26,0.320900,0.320900,0.320900,0.320900,-30070738.000000,0
2013-11-27,0.321450,0.322500,0.321450,0.322500,-30220670.000000,202000
2013-11-29,0.305000,0.305000,0.305000,0.305000,-28580790.000000,10000
2013-12-02,0.310000,0.310000,0.310000,0.310000,-29049328.000000,6000
2013-12-03,0.310000,0.310000,0.310000,0.310000,-29049328.000000,24000
2013-12-04,0.310000,0.310000,0.310000,0.310000,-29049328.000000,0
2013-12-05,0.310000,0.310000,0.310000,0.310000,-29049328.000000,0
2013-12-06,0.310000,0.310000,0.310000,0.310000,-29049328.000000,0
2013-12-09,0.322500,0.322500,0.322500,0.322500,-30220670.000000,400
2013-12-10,0.322500,0.322500,0.322500,0.322500,-30220670.000000,0
2013-12-11,0.307500,0.307500,0.307500,0.307500,-28815058.000000,1000
2013-12-12,0.307500,0.307500,0.307500,0.307500,-28815058.000000,0
2013-12-13,0.307500,0.307500,0.307500,0.307500,-28815058.000000,0
2013-12-16,0.307500,0.307500,0.307500,0.307500,-28815058.000000,0
2013-12-17,0.307500,0.307500,0.307500,0.307500,-28815058.000000,0
2013-12-18,0.307500,0.307500,0.307500,0.307500,-28815058.000000,0
2013-12-19,0.307500,0.307500,0.307500,0.307500,-28815058.000000,0
2013-12-20,0.307500,0.307500,0.307500,0.307500,-28815058.000000,0
2013-12-23,0.307500,0.307500,0.307500,0.307500,-28815058.000000,0
2013-12-24,0.323700,0.323700,0.323700,0.323700,-30333116.000000,122000
2013-12-26,0.323700,0.323700,0.323700,0.323700,-30333116.000000,0
2013-12-27,0.323700,0.323700,0.323700,0.323700,-30333116.000000,0
2013-12-30,0.323700,0.323700,0.323700,0.323700,-30333116.000000,0
2013-12-31,0.323700,0.323700,0.323700,0.323700,-30333116.000000,0
2014-01-02,0.335000,0.335000,0.335000,0.335000,-31392010.000000,1576800
2014-01-03,0.335000,0.335000,0.335000,0.335000,-31392010.000000,0
2014-01-06,0.335000,0.335000,0.335000,0.335000,-31392010.000000,0
2014-01-07,0.335000,0.335000,0.335000,0.335000,-31392010.000000,0
2014-01-08,0.312500,0.335000,0.312500,0.335000,-31392010.000000,405600
2014-01-09,0.335000,0.335000,0.335000,0.335000,-31392010.000000,36000
2014-01-10,0.321400,0.332500,0.321400,0.332500,-31157744.000000,358600
2014-01-13,0.332500,0.332500,0.332500,0.332500,-31157744.000000,0
2014-01-14,0.332500,0.332500,0.332500,0.332500,-31157744.000000,0
2014-01-15,0.332500,0.332500,0.332500,0.332500,-31157744.000000,0
2014-01-16,0.360000,0.360000,0.360000,0.360000,-33734700.000000,839400
2014-01-17,0.360000,0.360000,0.360000,0.360000,-33734700.000000,0
2014-01-21,0.360000,0.360000,0.360000,0.360000,-33734700.000000,0
2014-01-22,0.362850,0.368200,0.362850,0.368200,-34503104.000000,2026600
2014-01-23,0.377500,0.377500,0.377500,0.377500,-35374584.000000,2600
2014-01-24,0.377500,0.377500,0.377500,0.377500,-35374584.000000,0
2014-01-27,0.377500,0.377500,0.377500,0.377500,-35374584.000000,0
2014-01-28,0.377500,0.377500,0.377500,0.377500,-35374584.000000,0
2014-01-29,0.360000,0.360000,0.360000,0.360000,-33734700.000000,200400
2014-01-30,0.360000,0.360000,0.360000,0.360000,-33734700.000000,0
2014-01-31,0.370000,0.370000,0.370000,0.370000,-34671772.000000,9800
2014-02-03,0.368000,0.368000,0.368000,0.368000,-34484364.000000,14000
2014-02-04,0.368000,0.368000,0.368000,0.368000,-34484364.000000,0
2014-02-05,0.365000,0.365000,0.365000,0.365000,-34203236.000000,14400
2014-02-06,0.365000,0.365000,0.365000,0.365000,-34203236.000000,0
2014-02-07,0.365000,0.365000,0.365000,0.365000,-34203236.000000,0
2014-02-10,0.365000,0.365000,0.365000,0.365000,-34203236.000000,0
2014-02-11,0.365000,0.388500,0.365000,0.375000,-35140312.000000,422800
2014-02-12,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2014-02-13,0.375000,0.375000,0.375000,0.375000,-35140312.000000,0
2014-02-14,0.380000,0.380000,0.380000,0.380000,-35608852.000000,30000
2014-02-18,0.390000,0.390000,0.390000,0.390000,-36545924.000000,16400
2014-02-19,0.390000,0.390000,0.390000,0.390000,-36545924.000000,400400
2014-02-20,0.390000,0.390000,0.390000,0.390000,-36545924.000000,0
2014-02-21,0.390000,0.390000,0.390000,0.390000,-36545924.000000,0
2014-02-24,0.412500,0.412500,0.412500,0.412500,-38654344.000000,75400
2014-02-25,0.395000,0.395000,0.395000,0.395000,-37014464.000000,2000
2014-02-26,0.395000,0.395000,0.395000,0.395000,-37014464.000000,0
2014-02-27,0.395000,0.395000,0.395000,0.395000,-37014464.000000,0
2014-02-28,0.395000,0.395000,0.395000,0.395000,-37014464.000000,0
2014-03-03,0.395000,0.395000,0.395000,0.395000,-37014464.000000,200
2014-03-04,0.395000,0.395000,0.395000,0.395000,-37014464.000000,0
2014-03-05,0.395000,0.395000,0.395000,0.395000,-37014464.000000,0
2014-03-06,0.409500,0.422500,0.409500,0.422500,-39591424.000000,338400
2014-03-07,0.416000,0.416000,0.416000,0.416000,-38982324.000000,15200
2014-03-10,0.416000,0.416000,0.416000,0.416000,-38982324.000000,0
2014-03-11,0.416000,0.416000,0.416000,0.416000,-38982324.000000,0
2014-03-12,0.416000,0.416000,0.416000,0.416000,-38982324.000000,0
2014-03-13,0.414000,0.414000,0.414000,0.414000,-38794904.000000,14800
2014-03-14,0.440000,0.440000,0.435000,0.435000,-40762760.000000,468000
2014-03-17,0.435000,0.435000,0.435000,0.435000,-40762760.000000,0
2014-03-18,0.430000,0.430000,0.430000,0.430000,-40294228.000000,10000
2014-03-19,0.430000,0.430000,0.430000,0.430000,-40294228.000000,0
2014-03-20,0.430000,0.430000,0.430000,0.430000,-40294228.000000,0
2014-03-21,0.417500,0.417500,0.417500,0.417500,-39122880.000000,5200
2014-03-24,0.422500,0.422500,0.410000,0.410000,-38420072.000000,636600
2014-03-25,0.425000,0.425000,0.415000,0.415000,-38888612.000000,31800
